image_id,text
414216,A woman and child that are inside of the water.
120535,Two television that are sitting on stands in a room.
41945,a small boat in a body of water near building
255665,Vintage bathroom with sink and toilet with toiletries
281722,A blue and white boat floating on top of water.
531415,A clock sitting on top of a wooden desk.
374567,A yellow and green train on a train track.
64048,People riding an elephant through crops next to an odd shaped mountain.
159103,A bedroom with clothes on top of the bed and a clothes drawer.
133631,"The old, adult elephant stands near a wire fence."
305993,They are holding a frisbee together while hugging each other.
50924,A pan filled with broccoli and onions with oil.
548296,a close up of a giraffe and a zebra in a field near trees
77628,A group of people on motorbikes sit at a crosswalk.
3711,A black cat sitting on top of the hood of a car.
530461,A clock on a post standing outside of a building.
542910,An woman pulls a suitcase while another watches.
331268,A kitchen filled with plants and lots of clutter.
6019,A red bicycle is parked near a red fire hydrant.
392981,a tennis player swinging a racket on a court 
168260,a yellow lifeguard truck sitting on the beach 
170077,A young boy wearing a colorful umbrella hat.
300472,A woman sitting at a table with a plate of food in front of her.
391179,A woman swinging at a tennis ball on the court
413616,A small dog running on a field with a Frisbee.
368602,A man is water skiing behind a motorboat.
236599,People hold flying kites in the air by the water
429718,A train with steam coming out is on the tracks.
2972,Two colorful passenger trains passing near a platform.
122199,A man with a beard riding skis while holding ski poles.
333538,A woman wearing a fur coat sitting on a wooden bench.
410019,A boy does tricks on a scooter. 
310035,A young woman reading while laying down on a park bench.
473849,A white tiled bathroom with black counter top.
208002,A horse and colt in tall grass near a house.
130234,Two trains sitting on parallel tracks waiting at a station.
329940,Two large concrete trucks parked near a large building.
424196,a snowboarder in a red hat is bending over 
71495,Young girl holding a cupcake up to the camera.
182334,A man sitting in front of a microphone at a table.
533493,Three men celebrating some kind of personal victory.
462756,A grey motorcycle on dirt road next to a building.
568961,a subway train with one passenger waiting to board 
34662,A couple of sheep sitting on top of a lush green grass covered hill.
396404,A picture of a shaded walk way and benches. 
2255,The elephant has a large white spot on its abdomen.
53990,A child eating a piece of cheese pizza.
515303,a horse and buggy that is on a grassy field
341309,A woman wearing a white sweater standing next to a man in a jacket.
157876,A plate with meat and fruit next to a bowl of salad. 
343455,The featured dish contains several unusual fresh ingredients.
228746,A cat is dressed like santa with a meme put together.
410573,A dog watches a cat intently while they both relax on an armchair.
96048,A little kid standing in front of a paper plate with pizza.
227855,An Olympic snow boarder performing a trick. 
372471,"A left turn signal, stoplight and street sign are hanging on a pole."
465556,A man cutting a piece of pizza with a knife and fork.
513775,A slice of pizza sitting on a plate on top of a box.
555239,A hotdog with fries and a red cup of beer.
316782,A group of men standing on the deck of ship next to three small boats filled with men.
294865,A silver miniature train with trees in background.
568202,A couple of women sitting at a dinner table.
76029,A woman sitting next to a man holding an umbrella.
573993,A claw foot bathtub stands in the middle of a pristine white bathroom.
52161,A woman riding a red motorcycle wearign a helmet
439481,A group of people near some people riding horses.
147915,A stop sign that has some graffiti on it.
260994,A chef is holding a hot dog in a container.
395324,a bluish motorcycle parked on sidewalk in park
69914,a couple of people that are in a kitchen
446637,A lot of birds on logs floating in the water.
113801,Airplane with vintage bus in front of air plane hangar
320627,A large long train on a steel track near a barn.
502402,A group of people getting onto a bus.
129420,Three men wearing black and ties stand and smile at something out of the frame. 
196458,a closeup of a boy at a beach who is about to throw a frisbee
527445,A bunch of glasses of wine sitting in front of a camera.
19974,two calfs walk side by side in a pen on a sunny day
102672,many horses st a horse stable with people walking by
560108,A young boy with safety gear on a skate board in his backyard
452312,A table topped with sandwiches and a salad.
307074,A traffic light hanging over a road at a cross walk.
167593,A person is walking on the beach carrying a surfboard. 
574216,A person holding up a paper with a red stop sign on it.
526028,A fancy dish on a white plate at a restaurant.
471789,people on a gold course enjoy a few games 
487702,The street sign is across from an electronic sign of a restaurant.
369322,A man in pajama pants carries a lime green suitcase.
439173,A bright green bus is driving in traffic down a road.
404781,A red stop light across from a brick building
315846,A street sign in the city giving directions to several intercity areas. 
375484,An office desk with a laptop and a phone on it.
458485,"A hot dog covered in ketchup, mustard, chili and french fries."
461123,The airplane is taking off the runway at the airport. 
489842,All of the children are gathered around Santa Claus.
362714,A bicycle carriage riding down a crowded street.
436676,A person and a black cat are on a brown couch with a colorful blanket.
215627,A group of people sitting around a table with a cake on it.
196007,A man wearing orange swinging a bat in the snow.
531581,Three young children who appear to be impoverished stand together in the street.
121041,A black duck floating in a wavy pond.
288799,A train car riding the railroad in a city.
159742,a giraffe is standing by a tree line
123053,Red and white fire hydrant sitting on the side of a city street. 
496554,A giraffe in the wild all alone 
268745,A woman waiting on the subway to disperse
300214,A man in a suit and tie is sitting on a bench.
494810,A photograph of a sandwich and fries at a restaurant.
444672,A very dirty looking rest room with two toilets.
109216,A red kitchen with metallic appliances and paintings on the wall.
301755,Skateboarder riding his board on a half pike.
439525,A man and a woman cutting up a small white cake.
90432,A pile of oranges with a pile of apples on top of them .
28174,A skateboarder doing tricks by a statue at night
387696,A group of people standing around a kitchen preparing food.
549224,A pizza sitting on top of a table with slices missing.
378727,Person on motorbike  with speed detector showing 26.
537506,A person is holding two apples on a plate at sum sort of celebration.
514773,A desktop computer sitting on top of a wooden desk.
489313,A snow boarder in mid trick with the Hilton in the background
141102,"Hot dog with bun and sauces, along with fries and sauce."
178317,Two ladies standing on skis besides a chair lift.
120234,A man riding on top of a wave on a surfboard.
302089,A red fire hydrant next to a h sign
550521,The reflection of a man in barbers chair getting a trim
314495,A bull looking out of a wooden fence.
408221,A very big elephant that is keeping an eye on the photographer. 
480105,A herd of zebra standing on top of a lush green field.
227845,A giraffe standing next to a tree in front of another giraffe.
120007,Baby cow eating apple from hand with wood fence
203455,Morning breakfast sits on the comforter of a pretty country bedroom.
21284,A person surfing in the middle of a wave.
48133,a bunch of people on skis going through the snow 
237628,A news caster sitting in front of a screen.
129957,there is a bus going down the street and many cars going behind it
358302,A woman gathers the trash in her kitchen.
434958,A man is in a car holding a black cat.
441686,A couple of horses running across a lush green field.
504046,A young woman is holding a video game steering wheel.
546029,A baby sitting on a bed holding a remote control.
43693,a vintage photo of man standing in the middle of some waves
274651,A pile of delicious veggies and meat on a hoagie bun
85162,A cow standing inside of a red brick house peeking out a small window.
32817,A man climbing on a toilet bowl in a closet
53082,A hand holding a piece of cinnamon roll
143119,A woman tennis player in a blue skirt holding a tennis racquet in one hand and touching the wall with her other hand.
3192,A pizza covered in veggies on a white plate sitting on a table.
357081,A photograph of two cows grazing on a green pasture.
79261,A man in blue shirt wading in water with building in the background.
243148,A woman is helping a child put on skis.
378605,"A table with a napkin, doughnut on a plate, and a cup of coffee."
43678,A very large commercial plane flying in blue skies.
144874,a woman surfing as a man comes to join her 
50159,A man and a woman cross country skiing on a snow covered trail with mountain peaks in the background.
386165,A man in a wheel chair is walking his dog. 
576955,A rider takes their horse through some water at speed.
412464,This sandwich has a side of salad on the plate
516416,A woman with a racket stands on a court.
271820,"A living room with sofa, lamp and tv in it."
205647,A semi truck pulling a chain of three trailers.
390017,a motorcycle is sitting off the side of the road
306524,A beautiful tower building with a big clock on it.
434316,Night scene of an on ramp with traffic light and assorted street lights.
227221,A man flying through the air while riding a skateboard.
42837,This is a computer generated image that depicts a surfer riding a wave.
45075,a couple of buildings grouped together next to some power lines 
42953,A group of people standing on top of a snow covered ski slope.
88784,Two dogs are playing on the beach catching a Frisbee. 
376684,Two giraffes standing near each other in the zoo. 
519611,a close up of a polar bear on a rock formation
347648,A hand carved vase sitting on a blue cloth. 
179151,People are standing in a shopping district with stores.
251717,Cattle grazing in a grassy field filled with trees.
553985,A man is holding up a tennis racket
25191,there are two elephants that are walking in the wild together
335181,A white small trash truck sitting on top of a parking lot.
62703,a female in a green top and a laptop
104221,A MAN IS PLAYING ON THE BEACH WITH A FRIEND
556516,A picture of a combination of a living room dining room area. 
285681,A commercial airplane either landing or preparing for take off.
60507,A batter at a game playing in a baseball game.
105547,a toilet and a microwave sitting out for the trash
229765,Three young men playing a game of frisbee on a sandy beach.
41635,Three cows standing on a grass field under a cloudy sky.
492246,A man with purple hair and braces laughing
406403,A person skis with mountains in the background.
386912,a person sitting at a desk with a keyboard and monitor 
388601,A woman sleeping on a giant piece of pizza.
165639,"A trash can filled with a hot dog, a banana and other garbage."
208995,A man is working at a desk on his laptop.
511299,A man standing on a red boat in the water.
528984,A group of people skiing down a ski slope.
7913,a shops table filled with apples oranges and other fruits
224012,The lunch plate includes both meat and vegetable choices.
32056,A man making the live long and prosper sign from star trek.
141426,Two bulls laying in hay with various people standing around.
338826,A fire station with a flag pole in front of it.
233348,A baseball player strikes a ball with his bat.
453622,A living room filled with furniture and lamps.
20906,"A banana, peanut butter and turkey sandwich sitting in a container."
490320,Three people show their opened keyboard style cell phones. 
316762,A small apartment has some framed pictures and posters
42276,A toilet sitting in a room surrounded by personal items.
84694,A group of people seated at a table in a large cellar
555299,some people are walking up a trail and some are on horses
423410,Two small white dogs looking out small windows of a building.
386457,Cat wedged between two large oak doors trying to get out.
487631,Photo taken from inside a car showing lamb in the street.
162692,A monument of a lion that is in a wall.
400117,A man with a tennis racquet and a referee in the background.
559665,Black and white photograph of two men on motorcycles.
277614,A train pulling past a church with a large clock tower.
421535,People on skis are entering a snow tunnel. 
69077,A brown dog sits in the snow near a red table and black chairs.
197279,A clock sitting on top of a sidewalk.
199855,Two yellowish green vases sitting on a counter.
233119,A person pulls a suitcase across an urban intersection. 
127119,A motorcycle parked outside in a parking lot near the beach.
540694,A giraffe standing in a lot filled with cars.
391132,A bowl of peeled oranges sitting on a white bowl on a kitchen counter.
218204,A wooden table topped with glasses with plants.
167859,A large bed with white sheets is unmade.
264686,A small apartment living room on a sunny day.
401327,"A desk with black keyboard, mouse and computer monitor."
292103,"A person sitting at a table with two plates of food, silverware and a cup on it."
577036,a big bus is parked as a some people ride by in a cart 
290959,Crowd of people in front of Amtrak train with bench
308504,A white table topped with different colored vegetables.
511058,A giraffe with a mouth full of grass in front of a forest.
331282,A large clock tower attached to a church next to a rocky mountain.
479938,A man sitting on a horse drawn wagon.
541108,Female tennis player about to hit the ball
454810,Cluttered sink and countertop in an institutional kitchen.
539883,A big screen TV and a Wii gaming console on a rooftop.
84492,A skateboarder grinds down a railing in front of buildings.
180447,A close up of a zebra foraging on some grass
579325,a big airplane with the cargo section open
401820,a giraffe is standing on some grass and some trees
190595,A little boy brushes his teeth and looks at the camera. 
335529,A wooden bench sitting next to a large body of water.
306952,An enclose in a building with a giraffe in the background.
71021,A couple of little girls sitting in front of laptop computers.
542594,A small girl holding a remote control next to an adult.
460460,a home bar with assorted alcohol bottles and strings of lights.  
107375,A dog carrying a water bottle that is empty.
240379,Group of skiiers in the large mountains walking towards ski lift
451102,The sheep are grazing in a herd in the field.
92768,A man sitting on a bench holding a wooden guitar.
527887,A woman with a coffee cup talking on the phone.
72852,A dilapidated bicycle frame underneath a Pedestrian Zone Sign.
186413,A cow laying on a green field next to it's baby.
307423,Cat laying on top of a dog on a leash.
525619,A kite is flying in the air at a park.
170072,There's a crossing sign that shows you can't make left turns
388157,A tree with a bunch of unripe bananas hanging from it.
394322,A crowd of young children sitting next to each other.
295055,A sidewalk next to a brown brick building.
273698,A stack of pan cakes sitting on top of a plate.
104150,"A cat is curled up, asleep, on a chair. "
497106,A young girl in a fairy dress under an umbrella
121611,"A living area with table, chairs and a sofa."
351057,A glass dish filled with a banana split.
154804,A big white plate filled with some sort of food item.
574297,A man in a helmet is riding a horse across a dirt road
376233,A girl eating a sandwich in a public place.
571596,"The view through the door of a small, tiled bathroom."
512206,A bunch of butterfly's sitting on a basket.
90040,some boats are in the water buildings and a person
27871,Four people compete on horseback playing playing polo.
57107,some giraffes rocks plants trees and a building
296657,A group of men enthusiastically caught in mid air at the same time.
181383,"Several people stand on a narrow, long pier on the water."
359066,a woman in an equestrian outfit riding a white horse 
147375,A young boy using a computer on a kitchen table.
378538,People that are walking with skateboards in hand. 
447927,A picture of an elephant standing on top of a boat.
419560,Two giraffes near a tree in the wild.
196009,"A spoon, a large carrot, a medium carrot and a small carrot, on blue-green speckled surface"
470513,A man is walking along the beach holding a surfboard and a fishing pole.
388422,a close up of a person kneeling holding a rugby ball
210098,A sky view looking at a large parachute in the sky.
316503,A man using a pair of scissors to cut a pizza
528956,A bedroom with a lamp and television on
350023,A city street show cars going up and down the hill.
57904,A couple of slices of a cinnamon roll on a white plate.
33683,Two people flying a kite in a green grass covered field.
73326,An open refrigerator including bottles of various food.
179094,Many umbrellas waiting for any downpour from the next storm.
383289,A security officer using a segway as a footrest
15850,"A wooden counter with broccoli, onions and chicken on it"
502327,The man holding a backpack is next to a man wearing a business suit. 
298726,A group of men play a game of tennis together on a grass tennis court. 
283186,A helmeted and goggled skier leans to get around an obstacle.
334642,A lane closed traffic sign sitting next to a no right turn sign.
541158,a cat that is sitting under a umbrella
449950,A basket of flowers on the counter of a bathroom.
395752,The trolley is picking up passengers along the road.
199995,"A skier on a downhill slope, with a ski resort in the distance."
245013,A large white teddy bear sitting on top of an SUV.
267861,A red motorcycle with a back seat parked on the side of a road.
199940,A black cat rubbing up against a bottle of wine.
18148,A herd of sheep standing on a grass covered hillside.
429580,People playing Frisbee with a drown and white dog.
487583,A white toilet and cup in a room.
534271,Several different pots place on a stone floor.
425227,There is no image to describe for this question.
89930,A Wii remote is in s hand with a thumb on a button
267351,A large clock tower is yellow and white.
475995,A man sitting next to two large dogs wearing bandannas.
131335,historical buildings and people walking in the streets
249952,A small cat standing underneath an umbrella on a table.
78200,"A mini-fridge stands open, with bottles visible inside."
534565,A very big group of skiers on a big snowy hill.
100203,a child cutting a soccer themed cake on a table 
89271,A cat wearing a hat while resting it's paws on top of a chair.
464831,People are in a circle at a table on laptops.
247714,a man standint by a little fence for a bus stop
489873,"Breakfast for four with omelets, fried eggs, bacon, ham, french toast and pancakes."
316015,A cat is sitting on a desk next to a computer.
209773,A man with sunglasses under a blue striped umbrella.
135748,A tiny dog in a doggy bed covered with a blanket.
258472,A group of people walking across a bridge over a river.
48791,A giraffe leans over a fence to eat from a happy woman's hand.
148730,a boat is sitting next to a dock
229020,a computer is on a desk next to a lamp
131800,A man taking a large bite from a sausage sandwich.
228604,A young girl washing her hands at a sink while someone watches.
460682,a horse that is laying down in a field
227985,Two sandwiches cut in half sitting on top of a white plate.
500784,A large fire place sitting next to a doorway.
573223,A little girl in a public bathroom for kids.
503311,The kite surfer is walking on the beach holding the kite.
446917,A person riding a racing bicycle with a banana and sunscreen in their back pocket.
380459,A person standing in front of a plate of food.
127596,Person looking at video on cell phone in crowded area.
13127,An locomotive blowing out a cloud of steam.
138995,A boy is dressed up in a tie and is holding a stick.
339823,A young woman in an orange dress holds a black umbrella
520108,A big screen TV in a fancy looking Hotel room
402971,A pitcher in the middle of delivering a pitch.
482172,A man in a wetsuit on a surfboard in the ocean.
290875,A group of men on a field playing baseball.
526827,a couple of scissors resting next to each other on a mouse pad
491872,A person pouring water into a drain from a bowl.
315986,Man brushing his teeth and woman curling her hair
253835,A woman and a small child watch a train as it passes.
105482,this is an image of a man playing tennis.
107596,A group of friends sitting around a table eating pizza.
107226,Two men being drug on buggies by dogs.
38828,A woman riding a horse while it eats grass
436551,two black birds are swimming  in some water
27569,Three people standing next to each other holding ski equipment.
87718,A dog's head pokes over the foot board of a bed.
144878,People around a purple truck loaded with a vehicle.
467386,You will not get anywhere if you open these doors and try to pass through.
92658,A couple of soldiers standing on top of a boat.
297933,a man standing on a skate board on the top of a ramp
263014,Two zebra walking down a small rural road.
460294,A group of women walking across a parking lot with umbrellas.
127873,A group of children standing around a table together.
321107,A woman rides a bicycle on a road next to the median.
315824,A bear is sitting in the grass with a cub.
541909,A man leaning on his hands on a tennis court.
425462,A baseball player captured while throwing a ball.
310121,"A baby, an old lady, a woman, and a man prepare for turkey"
496571,"A person is eating at a table with plates, a fork, knife, spoon, cup, and cell phone on it."
390954,A piece of chocolate cake with three different colored icing drops on it.
347163,Traffic stop sign with dilapidated building behind it.
163575,A man and two dogs laying on top of a bed.
547798,A batter standing in the batter's box waiting to hit the baseball.
256941,a bicycle with a basket and a blue and pink umbrella 
310597,A man is in position to play on a tennis court.
474437,A tennis player wears a headset while taking a break.
415536,A bus is driving on a wet road with many green trees on the roadside.
334118,"A wooden table topped with bowls, baskets and dishes filled with food."
252008,A zebra standing on top of a lush green field.
174989,A man sitting next to a woman while they both talk on cell phones.
63922,The little boy on the skateboard is wearing a helmet. 
154358,A person setting in a chair in a living room with a fireplace and windows.
146504,A person holding a computer mouse next to a keyboard.
203639,A girl in a dress and shirt standing in a field.
155317,A cake sitting on top of a white plate.
560266,Two brown bears swimming together in the water.
448599,"Three zebras stand side-by-side, drinking water from a river"
331875,A group of school children pose for a class picture.
436636,A group of surfers in the water trying to catch a wave
337275,A man laying on a chair feeding a cat.
458221,The electronic light has many tiny green dots.
217846,a taillight is in a rear view mirror and some cars
335532,A little girl eating food while sitting down.
131557,A pizza sitting on top of a plate on a table.
509116,A herd of sheep walking across a snow covered field.
494144,This kite is flying in the air while three people are watching.
379869,a couple of cats that are sitting on a fence
259336,ON THE DESK THERE IS A DESK TOP COMPUTER WITH A MOUSE
89032,A man with an umbrella is standing in front of a shop.
368220,A man swinging a tennis racquet towards a tennis ball.
557059,"Cauliflower, carrots, and broccoli are arranged in a vegetable bowl."
446461,A man playing drums while making a creepy face.
56713,Lone zebra as seen through narrow opening in enclosed area.
385042,A black and white fire hydrant stands on a brick sidewalk.
130599,A man punching an innocent giraffe in the side of it's head.
189248,The young children are on the water learning to surf. 
486576,A man who is playing a video game.
383594,A white plate with a fried chicken sandwich.
11374,A branch stretches in the air while an airplane flies in the distance.
292206,A group of spectators watching a woman drag her luggage.
213547,A woman holding a small cake with lit candles.
75786,A brown bear cub walking in a forest area next to a rock.
177953,A man and woman are singing and playing music.
141518,Two insects on a tree that look similar to peeled bananas.
278509,a motorcycle sitting on the sidewalk in the shade
203635,A brown bear licking the ear of another brown bear.
319350,A woman with glasses drinking a glass of wine.
108130,The young man is catching a Frisbee over his back.
561853,A truck parked in a forest surrounded by trees.
494427,A laptop computer sitting on top of a wooden table.
32708,The man is sitting down on the floor playing a video game. 
271402,two little girls in tennis uniforms standing next to a scooter
572861,A brown horse pulling a carriage down a street.
374352,A luggage cart stacked with a very tall pile of luggage.
282591,A cat wears a green tie and stares straight ahead.
284535,A bird with a fish in its hand on a beach.
227952,An empty modern kitchen is lit at night
203732,A white toilet seat in some lavatory somewhere.
117223,A baby sitting on a bed between two laptop computers.
212927,A Woman sitting on top of a bed while using a laptop computer.
63394,A man riding a surfboard while flying a kite.
173832,a cat laying down while playing with a computer mouse
404517,A woman is playing a frisbee with a dog.
413822,Man in period costume rides vintage motorcycle with German flag on back
63715,Comical picture messages are on the restroom wall.
309935,A vase sitting on top of a table filled with flowers.
324308,A small cluster of bananas growing near a fence
496800,Two trains pass each other near some buildings.
409119,A large plane with people alighting at the airport
374576,A room with a bed and some windows in it
576483,A bouquet of flowers in a clear glass.
5477,large mustard yellow commercial airplane parked in the airport
470364,A woman sitting at a table with a cup of coffee and two donuts.
518324,A two color cat laying on a desk near a laptop.
567535,Several calves graze and wander around a snowy field.
245764,A cat sits on the edge of a toilet.
361472,Small children with protective gear playing in a park. 
483667,a man wearing a top hat and a red tie 
322567,A wooden bench surrounded by weeds has a dedication plaque
358296,Snowboard rack at bottom of ski hill near building.
226408,Child laying down with arms extended in the air.
112698,A male professional tennis player engaged in a match.
473323,A man holding a baseball bat on a baseball field.
159981,A sandwich on a napkin next to a drink
83097,A microwave oven sitting on top of a blue table.
569960,This pizza is square and has pepperoni and mushrooms.
451087,the batter is ready to hit the ball
122969,two zebras are standing together in the woods
92749,A scene from the zoo with giraffes in an enclosure
451151,Two giraffe are standing close to many trees and shrubs.
352748,A train with brown cars on train tracks.
538319,a man on skis holds onto the hands of a small girl on skis
438907,A man is doing a trick on a skateboard.
84158,A bear standing at the border between the shade and the sunshine.
427111,A boat pulling two water skiers in a body of water.
315018,A woman takes a selfie picture with a giraffe in the background.
280865,"an open sandwich with meat, onion and egg slices "
146509,The front of a business that sells teddy bears.
175244,A white trunk parked next to a stop sign.
507318,"Grapes, banana, and kiwi are displayed on a plate."
236010,A red bus parked in front of a building on the side of a street.
402077,Two young boys sitting and eating very large carrots.
21470,A baseball player is waiting his turn to catch the ball.
344816,The train engine is followed by a line of open cars.
315384,A skateboarder turning around on a half pipe.
33243,A bathroom with a white bath tub and two sinks.
530162,Several people standing on a sidewalk under an umbrella.
347265,A person skiing through a snowy forest with tall trees.
30213,A kitchen filled with a stove top oven and a refrigerator.
92478,people standing on a beach with a kite flying in the air
452767,Six women pose together with a couple of tennis rackets.
384952,a kitchen with a table a stove and a sink
365305,Two small pepperoni pizzas served on a white plate
268717,a red and blue fire hydrant and people walking in the rain
544519,An Asian child brushes their teeth with a blue toothbrush.
335374,A poster of a professional baseball player with another person's head superimposed on top.
403065,A beach patrol vehicle thats performing his duties on the beach.
193717,a fire hyrdant sitting on the sidewalk next to the road 
162643,A bathroom stall that has very dirty walls.
149375,A young person riding a skateboard at a skate park.
5037,A passenger bus pulling up to the side of a street.
447569,Passengers prepare to get on the city bus
306914,people in a field lfying many kites flying in the sky
187585,a young man is on his skateboard doing a trick 
356490,A person is paddling on the surfboard on the beach. 
139785,A pie is sitting on the ground outdoors.
79878,The interior of a bathroom with crumpled and torn toilet paper on the floor along with a toilet roll that has been pulled.
258209,there is a man wearing a suit sitting on a street bench
142698,"A man with earrings, a nose ring, a beard and a grey tank top with a bunch of bananas in his hand."
62251,Firefighters are riding in the back of a fire truck.
65357,a black red and green train engine on a track
508541,A motorcycle parked in front of building next to a umbrella covered table.
